t,ua,ub,uc,omega_mech,theta_mech,theta_e,ia,ib,ic,id,iq,T_em
4.232,0,0,0.15,-7.66548e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.94541e-08,1.53871e-09
4.233,0,0,0.15,-7.63667e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.93058e-08,1.53293e-09
4.234,0,0,0.15,-7.60797e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.91581e-08,1.52717e-09
4.235,0,0,0.15,-7.57937e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.90109e-08,1.52143e-09
4.236,0,0,0.15,-7.55088e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.88643e-08,1.51571e-09
4.237,0,0,0.15,-7.5225e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.87182e-08,1.51001e-09
4.238,0,0,0.15,-7.49423e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.85727e-08,1.50433e-09
4.239,0,0,0.15,-7.46606e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.84277e-08,1.49868e-09
4.24,0,0,0.15,-7.438e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.82833e-08,1.49305e-09
4.241,0,0,0.15,-7.41004e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.81394e-08,1.48744e-09
4.242,0,0,0.15,-7.38219e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.7996e-08,1.48185e-09
4.243,0,0,0.15,-7.35444e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.78532e-08,1.47628e-09
4.244,0,0,0.15,-7.3268e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.77109e-08,1.47073e-09
4.245,0,0,0.15,-7.29926e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.75692e-08,1.4652e-09
4.246,0,0,0.15,-7.27183e-07,-1.0472,-2.09439,-9.80391,-9.80393,19.6078,19.6078,3.7428e-08,1.45969e-09
4.247,0,0,0.15,-7.2445e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.72873e-08,1.4542e-09
4.248,0,0,0.15,-7.21727e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.71471e-08,1.44874e-09
4.249,0,0,0.15,-7.19014e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.70075e-08,1.44329e-09
4.25,0,0,0.15,-7.16311e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.68684e-08,1.43787e-09
4.251,0,0,0.15,-7.13619e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.67298e-08,1.43246e-09
4.252,0,0,0.15,-7.10937e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.65918e-08,1.42708e-09
4.253,0,0,0.15,-7.08265e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.64543e-08,1.42172e-09
4.254,0,0,0.15,-7.05603e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.63172e-08,1.41637e-09
4.255,0,0,0.15,-7.02951e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.61807e-08,1.41105e-09
4.256,0,0,0.15,-7.00308e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.60448e-08,1.40575e-09
4.257,0,0,0.15,-6.97676e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.59093e-08,1.40046e-09
4.258,0,0,0.15,-6.95054e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.57743e-08,1.3952e-09
4.259,0,0,0.15,-6.92442e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.56398e-08,1.38995e-09
4.26,0,0,0.15,-6.89839e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.55059e-08,1.38473e-09
4.261,0,0,0.15,-6.87246e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.53724e-08,1.37953e-09
4.262,0,0,0.15,-6.84663e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.52395e-08,1.37434e-09
4.263,0,0,0.15,-6.8209e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.5107e-08,1.36917e-09
4.264,0,0,0.15,-6.79526e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.49751e-08,1.36403e-09
4.265,0,0,0.15,-6.76972e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.48436e-08,1.3589e-09
4.266,0,0,0.15,-6.74427e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.47127e-08,1.35379e-09
4.267,0,0,0.15,-6.71892e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.45822e-08,1.34871e-09
4.268,0,0,0.15,-6.69367e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.44522e-08,1.34364e-09
4.269,0,0,0.15,-6.66851e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.43227e-08,1.33859e-09
4.27,0,0,0.15,-6.64345e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.41937e-08,1.33356e-09
4.271,0,0,0.15,-6.61848e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.40652e-08,1.32854e-09
4.272,0,0,0.15,-6.5936e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.39372e-08,1.32355e-09
4.273,0,0,0.15,-6.56882e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.38096e-08,1.31857e-09
4.274,0,0,0.15,-6.54413e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.36825e-08,1.31362e-09
4.275,0,0,0.15,-6.51953e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.35559e-08,1.30868e-09
4.276,0,0,0.15,-6.49503e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.34298e-08,1.30376e-09
4.277,0,0,0.15,-6.47062e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.33041e-08,1.29886e-09
4.278,0,0,0.15,-6.44629e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.3179e-08,1.29398e-09
4.279,0,0,0.15,-6.42207e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.30543e-08,1.28912e-09
4.28,0,0,0.15,-6.39793e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.293e-08,1.28427e-09
4.281,0,0,0.15,-6.37388e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.28062e-08,1.27944e-09
4.282,0,0,0.15,-6.34992e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.26829e-08,1.27463e-09
4.283,0,0,0.15,-6.32606e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.25601e-08,1.26984e-09
4.284,0,0,0.15,-6.30228e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.24377e-08,1.26507e-09
4.285,0,0,0.15,-6.27859e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.23158e-08,1.26032e-09
4.286,0,0,0.15,-6.25499e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.21943e-08,1.25558e-09
4.287,0,0,0.15,-6.23148e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.20733e-08,1.25086e-09
4.288,0,0,0.15,-6.20806e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.19528e-08,1.24616e-09
4.289,0,0,0.15,-6.18473e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.18327e-08,1.24148e-09
4.29,0,0,0.15,-6.16148e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.1713e-08,1.23681e-09
4.291,0,0,0.15,-6.13832e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.15938e-08,1.23216e-09
4.292,0,0,0.15,-6.11525e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.14751e-08,1.22753e-09
4.293,0,0,0.15,-6.09227e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.13568e-08,1.22291e-09
4.294,0,0,0.15,-6.06937e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.12389e-08,1.21832e-09
4.295,0,0,0.15,-6.04656e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.11215e-08,1.21374e-09
4.296,0,0,0.15,-6.02383e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.10045e-08,1.20918e-09
4.297,0,0,0.15,-6.00119e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.0888e-08,1.20463e-09
4.298,0,0,0.15,-5.97863e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.07719e-08,1.2001e-09
4.299,0,0,0.15,-5.95616e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.06562e-08,1.19559e-09
4.3,0,0,0.15,-5.93377e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.0541e-08,1.1911e-09
4.301,0,0,0.15,-5.91147e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.04262e-08,1.18662e-09
4.302,0,0,0.15,-5.88925e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.03119e-08,1.18216e-09
4.303,0,0,0.15,-5.86712e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.0198e-08,1.17772e-09
4.304,0,0,0.15,-5.84506e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,3.00844e-08,1.17329e-09
4.305,0,0,0.15,-5.82309e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.99714e-08,1.16888e-09
4.306,0,0,0.15,-5.80121e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.98587e-08,1.16449e-09
4.307,0,0,0.15,-5.7794e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.97465e-08,1.16011e-09
4.308,0,0,0.15,-5.75768e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.96347e-08,1.15575e-09
4.309,0,0,0.15,-5.73604e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.95233e-08,1.15141e-09
4.31,0,0,0.15,-5.71448e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.94123e-08,1.14708e-09
4.311,0,0,0.15,-5.693e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.93018e-08,1.14277e-09
4.312,0,0,0.15,-5.6716e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.91916e-08,1.13847e-09
4.313,0,0,0.15,-5.65029e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.90819e-08,1.1342e-09
4.314,0,0,0.15,-5.62905e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.89726e-08,1.12993e-09
4.315,0,0,0.15,-5.60789e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.88637e-08,1.12569e-09
4.316,0,0,0.15,-5.58681e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.87552e-08,1.12145e-09
4.317,0,0,0.15,-5.56582e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.86472e-08,1.11724e-09
4.318,0,0,0.15,-5.5449e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.85395e-08,1.11304e-09
4.319,0,0,0.15,-5.52405e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.84322e-08,1.10886e-09
4.32,0,0,0.15,-5.50329e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.83253e-08,1.10469e-09
4.321,0,0,0.15,-5.48261e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.82189e-08,1.10054e-09
4.322,0,0,0.15,-5.462e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.81128e-08,1.0964e-09
4.323,0,0,0.15,-5.44147e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.80072e-08,1.09228e-09
4.324,0,0,0.15,-5.42102e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.79019e-08,1.08817e-09
4.325,0,0,0.15,-5.40064e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.7797e-08,1.08408e-09
4.326,0,0,0.15,-5.38034e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.76925e-08,1.08001e-09
4.327,0,0,0.15,-5.36012e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.75885e-08,1.07595e-09
4.328,0,0,0.15,-5.33997e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.74848e-08,1.07191e-09
4.329,0,0,0.15,-5.3199e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.73815e-08,1.06788e-09
4.33,0,0,0.15,-5.29991e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.72785e-08,1.06386e-09
4.331,0,0,0.15,-5.27999e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.7176e-08,1.05986e-09
4.332,0,0,0.15,-5.26014e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.70739e-08,1.05588e-09
4.333,0,0,0.15,-5.24037e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.69721e-08,1.05191e-09
4.334,0,0,0.15,-5.22067e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.68707e-08,1.04796e-09
4.335,0,0,0.15,-5.20105e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.67697e-08,1.04402e-09
4.336,0,0,0.15,-5.1815e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.66691e-08,1.0401e-09
4.337,0,0,0.15,-5.16203e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.65689e-08,1.03619e-09
4.338,0,0,0.15,-5.14263e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.6469e-08,1.03229e-09
4.339,0,0,0.15,-5.1233e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.63695e-08,1.02841e-09
4.34,0,0,0.15,-5.10404e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.62704e-08,1.02455e-09
4.341,0,0,0.15,-5.08486e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.61717e-08,1.0207e-09
4.342,0,0,0.15,-5.06574e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.60733e-08,1.01686e-09
4.343,0,0,0.15,-5.0467e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.59753e-08,1.01304e-09
4.344,0,0,0.15,-5.02774e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.58777e-08,1.00923e-09
4.345,0,0,0.15,-5.00884e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.57804e-08,1.00544e-09
4.346,0,0,0.15,-4.99001e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.56835e-08,1.00166e-09
4.347,0,0,0.15,-4.97126e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.5587e-08,9.97892e-10
4.348,0,0,0.15,-4.95257e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.54908e-08,9.94142e-10
4.349,0,0,0.15,-4.93396e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.5395e-08,9.90405e-10
4.35,0,0,0.15,-4.91541e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.52995e-08,9.86682e-10
4.351,0,0,0.15,-4.89694e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.52045e-08,9.82974e-10
4.352,0,0,0.15,-4.87853e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.51097e-08,9.79279e-10
4.353,0,0,0.15,-4.86019e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.50153e-08,9.75598e-10
4.354,0,0,0.15,-4.84193e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.49213e-08,9.71931e-10
4.355,0,0,0.15,-4.82373e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.48276e-08,9.68278e-10
4.356,0,0,0.15,-4.8056e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.47343e-08,9.64639e-10
4.357,0,0,0.15,-4.78754e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.46414e-08,9.61013e-10
4.358,0,0,0.15,-4.76954e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.45487e-08,9.57401e-10
4.359,0,0,0.15,-4.75161e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.44565e-08,9.53803e-10
4.36,0,0,0.15,-4.73375e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.43646e-08,9.50218e-10
4.361,0,0,0.15,-4.71596e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.4273e-08,9.46646e-10
4.362,0,0,0.15,-4.69824e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.41818e-08,9.43088e-10
4.363,0,0,0.15,-4.68058e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.40909e-08,9.39544e-10
4.364,0,0,0.15,-4.66299e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.40003e-08,9.36012e-10
4.365,0,0,0.15,-4.64546e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.39101e-08,9.32494e-10
4.366,0,0,0.15,-4.628e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.38202e-08,9.28989e-10
4.367,0,0,0.15,-4.6106e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.37307e-08,9.25497e-10
4.368,0,0,0.15,-4.59327e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.36415e-08,9.22019e-10
4.369,0,0,0.15,-4.57601e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.35526e-08,9.18553e-10
4.37,0,0,0.15,-4.55881e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.34641e-08,9.15101e-10
4.371,0,0,0.15,-4.54168e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.33759e-08,9.11662e-10
4.372,0,0,0.15,-4.52461e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.32881e-08,9.08235e-10
4.373,0,0,0.15,-4.5076e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.32005e-08,9.04821e-10
4.374,0,0,0.15,-4.49066e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.31133e-08,9.01421e-10
4.375,0,0,0.15,-4.47378e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.30265e-08,8.98032e-10
4.376,0,0,0.15,-4.45696e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.29399e-08,8.94657e-10
4.377,0,0,0.15,-4.44021e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.28537e-08,8.91294e-10
4.378,0,0,0.15,-4.42352e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.27678e-08,8.87944e-10
4.379,0,0,0.15,-4.4069e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.26822e-08,8.84607e-10
4.38,0,0,0.15,-4.39033e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.2597e-08,8.81282e-10
4.381,0,0,0.15,-4.37383e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.2512e-08,8.7797e-10
4.382,0,0,0.15,-4.35739e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.24274e-08,8.7467e-10
4.383,0,0,0.15,-4.34101e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.23431e-08,8.71382e-10
4.384,0,0,0.15,-4.3247e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.22591e-08,8.68107e-10
4.385,0,0,0.15,-4.30844e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.21755e-08,8.64844e-10
4.386,0,0,0.15,-4.29225e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.20921e-08,8.61593e-10
4.387,0,0,0.15,-4.27612e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.20091e-08,8.58354e-10
4.388,0,0,0.15,-4.26004e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.19264e-08,8.55128e-10
4.389,0,0,0.15,-4.24403e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.1844e-08,8.51914e-10
4.39,0,0,0.15,-4.22808e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.17618e-08,8.48712e-10
4.391,0,0,0.15,-4.21219e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.16801e-08,8.45522e-10
4.392,0,0,0.15,-4.19636e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.15986e-08,8.42344e-10
4.393,0,0,0.15,-4.18058e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.15174e-08,8.39178e-10
4.394,0,0,0.15,-4.16487e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.14365e-08,8.36024e-10
4.395,0,0,0.15,-4.14922e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.1356e-08,8.32882e-10
4.396,0,0,0.15,-4.13362e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.12757e-08,8.29752e-10
4.397,0,0,0.15,-4.11808e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.11957e-08,8.26633e-10
4.398,0,0,0.15,-4.10261e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.11161e-08,8.23526e-10
4.399,0,0,0.15,-4.08719e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.10367e-08,8.20431e-10
4.4,0,0,0.15,-4.07182e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.09576e-08,8.17347e-10
4.401,0,0,0.15,-4.05652e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.08789e-08,8.14275e-10
4.402,0,0,0.15,-4.04127e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.08004e-08,8.11215e-10
4.403,0,0,0.15,-4.02608e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.07222e-08,8.08166e-10
4.404,0,0,0.15,-4.01095e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.06443e-08,8.05128e-10
4.405,0,0,0.15,-3.99587e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.05667e-08,8.02102e-10
4.406,0,0,0.15,-3.98086e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.04894e-08,7.99087e-10
4.407,0,0,0.15,-3.96589e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.04124e-08,7.96083e-10
4.408,0,0,0.15,-3.95099e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.03357e-08,7.93091e-10
4.409,0,0,0.15,-3.93614e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.02592e-08,7.9011e-10
4.41,0,0,0.15,-3.92134e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.01831e-08,7.8714e-10
4.411,0,0,0.15,-3.9066e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.01072e-08,7.84181e-10
4.412,0,0,0.15,-3.89192e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,2.00316e-08,7.81234e-10
4.413,0,0,0.15,-3.87729e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,1.99564e-08,7.78298e-10
4.414,0,0,0.15,-3.86272e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,1.98814e-08,7.75373e-10
4.415,0,0,0.15,-3.8482e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,1.98066e-08,7.72459e-10
4.416,0,0,0.15,-3.83374e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,1.97322e-08,7.69555e-10
4.417,0,0,0.15,-3.81933e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,1.9658e-08,7.66663e-10
4.418,0,0,0.15,-3.80497e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,1.95841e-08,7.63781e-10
4.419,0,0,0.15,-3.79067e-07,-1.0472,-2.09439,-9.80392,-9.80393,19.6078,19.6078,1.95105e-08,7.6091e-10
4.42,0,0,0.15,-3.77642e-07,-1.0472,-2.09439,-9.80392,-9.80392,19.6078,19.6078,1.94372e-08,7.5805e-10
4.421,0,0,0.15,-3.76223e-07,-1.0472,-2.09439,-9.80392,-9.80392,19.6078,19.6078,1.93641e-08,7.55201e-10
4.422,0,0,0.15,-3.74809e-07,-1.0472,-2.09439,-9.80392,-9.80392,19.6078,19.6078,1.92913e-08,7.52363e-10
4.423,0,0,0.15,-3.734e-07,-1.0472,-2.09439,-9.80392,-9.80392,19.6078,19.6078,1.92188e-08,7.49535e-10
4.424,0,0,0.15,-3.71997e-07,-1.0472,-2.09439,-9.80392,-9.80392,19.6078,19.6078,1.91466e-08,7.46717e-10
4.425,0,0,0.15,-3.70598e-07,-1.0472,-2.09439,-9.80392,-9.80392,19.6078,19.6078,1.90746e-08,7.43911e-10
4.426,0,0,0.15,-3.69205e-07,-1.0472,-2.09439,-9.80392,-9.80392,19.6078,19.6078,1.90029e-08,7.41114e-10
4.427,0,0,0.15,-3.67818e-07,-1.0472,-2.09439,-9.80392,-9.80392,19.6078,19.6078,1.89315e-08,7.38329e-10
